,Name,Address,Coordinates,street_number,Street,Area,City,Region,Country,Website,Phone,Type,Google_ID,Glovo_link,Monday Open time,Monday Close time,Tuesday Open time,Tuesday Close time,Wednesday Open time,Wednesday Close time,Thursday Open time,Thursday Close time,Friday Open time,Friday Close time,Saturday Open time,Saturday Close time,Sunday Open time,Sunday Close time,Average price,Overall price level
378,P. Sykhiv / П. Сихів,"вулиця Сихівська, 22, Львів","{'lat': 49.7946755, 'lng': 24.0632877}",22,вулиця Сихівська,Сихівський,Львів,Львівська,Україна,https://www.facebook.com/P.Sykhiv/,+380 96 119 4620,Бар,ChIJW4SCMfXpOkcRbD8tBxThDaA,https://glovoapp.com/ua/uk/lviv/psykhiv-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,193.0,Medium-High
379,Tovarystvo_RPM,"вулиця Персенківка, 19, Львів","{'lat': 49.8083557, 'lng': 24.0353354}",19,вулиця Персенківка,Сихівський,Львів,Львівська,Україна,https://www.instagram.com/replus_stare/,+380 73 032 0307,,ChIJawcHvCfnOkcR9WwrWIiazsE,https://glovoapp.com/ua/uk/lviv/tovarystvo-rpm-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,185.0,Medium-High
380,Restoran Lviv / Ресторан Львів,"вулиця Шевська, 16, Львів","{'lat': 49.8421177, 'lng': 24.0294262}",16,вулиця Шевська,Галицький,Львів,Львівська,Україна,http://leopolishotel.com/,+380 322 959 515,Ресторан,ChIJJ1Wrmm3dOkcRUThcUVzchNI,https://glovoapp.com/ua/uk/lviv/restoran-lviv-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,288.0,High
381,Tomato,"вулиця Угорська, 14, Львів","{'lat': 49.8089647, 'lng': 24.045691}",14,вулиця Угорська,Сихівський,Львів,Львівська,Україна,,+380 67 344 4423,Ресторан,ChIJnyBh1PznOkcRtcSmJiK80uY,https://glovoapp.com/ua/uk/lviv/tomato-lviv/,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,00:00:00,23:59:00,00:00:00,23:59:00,196.0,Medium-High
382,Asia Love,"вулиця Стрийська, 66, Львів","{'lat': 49.8212337, 'lng': 24.0201731}",66,вулиця Стрийська,Галицький,Львів,Львівська,Україна,,+380 98 715 8851,Ресторан,ChIJtyIp7YvnOkcRm2RDN0LQyfE,https://glovoapp.com/ua/uk/lviv/asia-love-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,348.0,High
383,Bilyi Nalyv / Білий Налив на Гнатюка,"вулиця Академіка Гнатюка, 4, Львів","{'lat': 49.8414531, 'lng': 24.0264153}",4,вулиця Академіка Гнатюка,Галицький,Львів,Львівська,Україна,https://borysov.com.ua/uk/bilyy-nalyv,+380 63 857 5215,Бар,ChIJ-YL8twndOkcRDY4DwoDSXSo,https://glovoapp.com/ua/uk/lviv/bilij-naliv-na-gnatyuka-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,115.0,Medium-Low
384,Zharovnia na Pekarskii / Жаровня на Пекарській,"вулиця Пекарська, 5, Львів","{'lat': 49.8380239, 'lng': 24.0372662}",5,вулиця Пекарська,Личаківський,Львів,Львівська,Україна,,+380 97 366 2355,Ресторан,ChIJGQC1Y6ndOkcRqFjjFARiV08,https://glovoapp.com/ua/uk/lviv/zharovnyanapekarskij-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,154.0,Medium-Low
385,Meat & Burger,"вулиця Академіка Гнатюка, 12, Львів","{'lat': 49.8415515, 'lng': 24.0255882}",12,вулиця Академіка Гнатюка,Галицький,Львів,Львівська,Україна,https://expz.menu/49c3ee27-943c-4d01-bd50-bcb929bc2624/menu?menuId=6878,+380 98 010 4201,Ресторан,ChIJK1QGInLdOkcRfJhoSgjB9rY,https://glovoapp.com/ua/uk/lviv/meat-burger-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,163.0,Medium-Low
386,Cheesy Pizza,"вулиця Генерала Юнаківа, 9, Львів","{'lat': 49.8472424, 'lng': 24.00086139999999}",9,вулиця Генерала Юнаківа,Залізничний,Львів,Львівська,Україна,https://chicagopizzza.com/,+380 50 980 9090,Доставка,ChIJiYW3P4vdOkcRmw0FZbS4ieQ,https://glovoapp.com/ua/uk/lviv/cheesy-pizza-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,138.0,Medium-Low
387,Ksenia. Pekarnia-kondyterska / КсеніЯ. Пекарня-кондитерська,"вулиця Якова Раппапорта, 7Б, Львів","{'lat': 49.84455560000001, 'lng': 24.0192809}",7Б,вулиця Якова Раппапорта,Шевченківський,Львів,Львівська,Україна,https://www.instagram.com/ksenia.bakery.pastryshop/,,Ресторан,ChIJEdf0XHTdOkcRhiSGnOX3FMs,https://glovoapp.com/ua/uk/lviv/kseniia-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,00:00:00,23:59:00,102.0,Low
388,Le petit cafe,"площа Катедральна, 5, Львів","{'lat': 49.8405551, 'lng': 24.0309949}",5,площа Катедральна,Галицький,Львів,Львівська,Україна,,+380 67 533 1513,Ресторан,ChIJfTPXvl3dOkcRB1zUCATHiKg,https://glovoapp.com/ua/uk/lviv/le-petit-cafe-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,259.0,High
389,Hand Doner,"вулиця Івана Виговського, 53/69, Львів","{'lat': 49.81374719999999, 'lng': 23.9767716}",53/69,вулиця Івана Виговського,Залізничний,Львів,Львівська,Україна,http://donermarket.com.ua/,+380 98 242 0990,,ChIJ6ftqtPvnOkcRKh0vR6GBfKY,https://glovoapp.com/ua/uk/lviv/hand-doner-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,112.0,Medium-Low
390,Mamasushi,"вулиця Шевченка, 21, Львів","{'lat': 49.844263, 'lng': 24.0076332}",21,вулиця Шевченка,Залізничний,Львів,Львівська,Україна,https://mamasushi.choiceqr.com/,+380 98 957 0011,Ресторан,ChIJj7633u_dOkcR_OhJVciW9ew,https://glovoapp.com/ua/uk/lviv/mamasushi-lvi/,00:00:00,23:59:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,21:00:00,12:00:00,21:00:00,231.0,High
391,Zhulbany_Lviv / Жульбани_Львів,"проспект В'ячеслава Чорновола, 61, Львів","{'lat': 49.8577968, 'lng': 24.020785}",61,проспект В'ячеслава Чорновола,Шевченківський,Львів,Львівська,Україна,https://instagram.com/dzulbani_lviv?igshid=NGVhN2U2NjQ0Yg==,+380 98 441 5228,Ресторан,ChIJi-XcqRrdOkcRBBAX6PKayBU,https://glovoapp.com/ua/uk/lviv/zhulbani-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,102.0,Low
392,Tokyo Sushi Ball,"вулиця Городоцька, 159, Львів","{'lat': 49.8359724, 'lng': 23.9987724}",159,вулиця Городоцька,Франківський,Львів,Львівська,Україна,,,Ресторан,ChIJU42-Sc3dOkcRMOX2qkwrGgU,https://glovoapp.com/ua/uk/lviv/tokyo-sushi-ball-lvi/,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,12:00:00,21:00:00,189.0,Medium-High
393,Ice Cream Shop,"вулиця Янева, 19, Львів","{'lat': 49.81036539999999, 'lng': 24.011271}",19,вулиця Янева,Франківський,Львів,Львівська,Україна,https://icecreamshop.com.ua/,+380 73 007 1070,Ресторан,ChIJk9gFGHrnOkcRSlC1Gn3gqws,https://glovoapp.com/ua/uk/lviv/ice-cream-shop-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,00:00:00,23:59:00,00:00:00,23:59:00,96.0,Low
394,Шашлик-джан / Shashlik-jan,"площа Князя Ярослава Осмомисла, Львів","{'lat': 49.8449344, 'lng': 24.0283955}",площа Князя Ярослава Осмомисла,Галицький,Львів,Львівська,Україна,,https://www.instagram.com/shashlyk___mashlyk/,+380 63 860 3845,Ресторан,ChIJsZN5cIXdOkcRiUbx8yV-hPU,https://glovoapp.com/ua/uk/lviv/shashlik-jan/,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,09:00:00,01:00:00,96.0,Low
396,Dos Almas,"вулиця Ставропігійська, 5, Львів","{'lat': 49.842774, 'lng': 24.0326134}",5,вулиця Ставропігійська,Галицький,Львів,Львівська,Україна,https://www.instagram.com/dos_almas_lviv/,+380 93 474 7307,Бар,ChIJtR0hHHbdOkcRr_pkKaa2el4,https://glovoapp.com/ua/uk/lviv/dos-almas-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,17:00:00,23:00:00,230.0,High
397,CACAO,"вулиця Пасічна, 154 д, Львів","{'lat': 49.80760060000001, 'lng': 24.0736459}",154 д,вулиця Пасічна,Сихівський,Львів,Львівська,Україна,https://www.instagram.com/cacao.lviv/?igshid=jsyh6v9ni8t7,+380 67 364 6441,,ChIJOS9agfvpOkcRmNdM8n1Q0gk,https://glovoapp.com/ua/uk/lviv/cacao-lvii/,08:30:00,20:00:00,08:30:00,20:00:00,08:30:00,20:00:00,08:30:00,20:00:00,08:30:00,20:00:00,08:30:00,20:00:00,08:30:00,20:00:00,88.0,Low
398,Persha lvivska hrylova restoratsiia M‘iasa ta spravedlyvosty / Перша львівська грильова ресторація М‘яса та справедливости,"вулиця Володимира Великого, 35, Львів","{'lat': 49.8093495, 'lng': 24.007541}",35,вулиця Володимира Великого,Франківський,Львів,Львівська,Україна,https://www.032.ua/catalog/index/1234633/gril-bar-litra-m-asa-u-l-vovi,+380 96 917 2265,Бар,ChIJLQMNnDrnOkcRuxBRJa-X-bQ,https://glovoapp.com/ua/uk/lviv/persha-lvivska-hrylova-restoratsiia-miasa-ta-spravedlyvosty-lvi/,17:00:00,20:30:00,17:00:00,20:30:00,17:00:00,20:30:00,17:00:00,20:30:00,17:00:00,20:30:00,00:00:00,23:59:00,00:00:00,23:59:00,205.0,Medium-High
399,KRAMAR-REST,"вулиця Данила Апостола, 16х, Львів","{'lat': 49.83255699999999, 'lng': 23.9394184}",16х,вулиця Данила Апостола,Залізничний,Львів,Львівська,Україна,https://kramar-rest.com/,+380 68 229 9922,Ресторан,ChIJ6ZiosujnOkcRNJDiVVnA0SQ,https://glovoapp.com/ua/uk/lviv/kramar-rest-lvi/,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,11:00:00,20:00:00,205.0,Medium-High
400,VIBE food & drinks,"вулиця Трускавецька, 2, Львів","{'lat': 49.79767690000001, 'lng': 24.0114022}",2,вулиця Трускавецька,Франківський,Львів,Львівська,Україна,http://vibe.lviv.ua/,+380 97 331 8294,Ресторан,ChIJL63G6BPnOkcRFpGQHRfE8X0,https://glovoapp.com/ua/uk/lviv/vibe-food-drinks-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,266.0,High
401,Port Wine Bar / Порт Вайн Бар,"вулиця Валова, 19, Львів","{'lat': 49.84022170000001, 'lng': 24.0338575}",19,вулиця Валова,Галицький,Львів,Львівська,Україна,https://www.instagram.com/port.winebar.lviv/,,Бар,ChIJ6zrDLdzdOkcRrL420Vh2DsA,https://glovoapp.com/ua/uk/lviv/port-wine-bar-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,122.0,Medium-Low
402,HAY Japanese,"вулиця Валова, 15, Львів","{'lat': 49.8400367, 'lng': 24.0332522}",15,вулиця Валова,Галицький,Львів,Львівська,Україна,https://www.instagram.com/hay.japanese,+380 73 743 2323,Доставка,ChIJfS8fQvjdOkcRKQWEeX1C5Fo,https://glovoapp.com/ua/uk/lviv/hay-japanese-lvi/,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,12:00:00,22:00:00,278.0,High
403,Львівська Мануфактура Кави,"Соборна площа, 2, Львів","{'lat': 49.8394794, 'lng': 24.03339920000001}",2,Соборна площа,Галицький,Львів,Львівська,Україна,https://lviv-coffee-manufacture-soborna.virtual.ua/ua/,+380 98 340 0900,Ресторан,ChIJaVc_A2zdOkcRxvC_f33945k,https://glovoapp.com/ua/uk/lviv/lvivska-manufaktura-kavilvi/,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,09:00:00,20:30:00,223.0,High
404,EasyBar&Special desserts,"вулиця Братів Рогатинців, 37, Львів","{'lat': 49.84053900000001, 'lng': 24.0335815}",37,вулиця Братів Рогатинців,Галицький,Львів,Львівська,Україна,https://instagram.com/easybar_lviv?igshid=MzRlODBiNWFlZA==,+380 66 691 7261,Бар,ChIJX59UsHzdOkcRUfQ1eEyoqEI,https://glovoapp.com/ua/uk/lviv/easybar-special-dessertsandcocktails-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,231.0,High
406,Meat Friends,"вулиця Джохара Дудаєва, 2, Львів","{'lat': 49.8366564, 'lng': 24.0312719}",2,вулиця Джохара Дудаєва,Галицький,Львів,Львівська,Україна,,+380 50 600 5005,Бар,ChIJ6zbVKG_dOkcRLxu5YsFrfg4,https://glovoapp.com/ua/uk/lviv/meat-friends-lvi/,17:00:00,23:45:00,17:00:00,23:45:00,17:00:00,23:45:00,17:00:00,23:45:00,12:00:00,23:45:00,12:00:00,23:45:00,12:00:00,23:45:00,143.0,Medium-Low
407,ТМ Шаурма / TM Shaurma,"проспект В'ячеслава Чорновола, 69, Львів","{'lat': 49.8609884, 'lng': 24.0188043}",69,проспект В'ячеслава Чорновола,Шевченківський,Львів,Львівська,Україна,,,Ресторан,ChIJCUqMZwDdOkcRzAmrLfqWhbg,https://glovoapp.com/ua/uk/lviv/lviv-kava-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,100.0,Low
408,Spacer na dahu / Спацер на даху,"вулиця Шевська, 12, Львів","{'lat': 49.842205, 'lng': 24.029657}",12,вулиця Шевська,Галицький,Львів,Львівська,Україна,https://www.facebook.com/spacer.na.dahu/,+380 67 272 1313,Ресторан,ChIJSRTCkWfdOkcR_OPulUc3CNA,https://glovoapp.com/ua/uk/lviv/spacer-na-dahu-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,259.0,High
411,Raion sushi wok,"вулиця Трускавецька, 131, Львів","{'lat': 49.7970317, 'lng': 23.9897653}",131,вулиця Трускавецька,Франківський,Львів,Львівська,Україна,,,Ресторан,ChIJUfiacwDnOkcR-UQW4nOl9Rw,https://glovoapp.com/ua/uk/lviv/raion-sushi-wok-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,288.0,High
412,"Bistro Vyshyvanka / Бістро ""Вишиванка""","вулиця Героїв УПА, 73ж, Львів","{'lat': 49.8282517, 'lng': 23.9928683}",73ж,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,,+380 322 393 345,Ресторан,ChIJZZzOrH_nOkcRRXFBsFAKWjs,https://glovoapp.com/ua/uk/lviv/bistro-vyshyvanka-lvi/,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,00:00:00,23:59:00,00:00:00,23:59:00,93.0,Low
413,Хліб з маслом coffee shop,"вулиця Кубійовича, 35А, Львів","{'lat': 49.82545200000001, 'lng': 24.0390631}",35А,вулиця Кубійовича,Галицький,Львів,Львівська,Україна,https://www.facebook.com/hlibzmaslom,+380 67 210 0200,Ресторан,ChIJS9FdQubdOkcRyqKo6zTkSfY,https://glovoapp.com/ua/uk/lviv/bread-with-butter-coffee-shop-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,93.0,Low
414,Smachne Vikonechko / Смачне віконечко,"вулиця Стефаника, 14, Львів","{'lat': 49.8357775, 'lng': 24.0284228}",14,вулиця Стефаника,Галицький,Львів,Львівська,Україна,,+380 98 005 6500,Ресторан,ChIJQ3ZRyp_dOkcRO6ZAtePjItY,https://glovoapp.com/ua/uk/lviv/smachne-vikonechko-lvi/,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,11:00:00,19:00:00,00:00:00,23:59:00,137.0,Medium-Low
415,PamPuh cafe@bakery,"вулиця Академіка Гнатюка, 12, Львів","{'lat': 49.8418431, 'lng': 24.0251695}",12,вулиця Академіка Гнатюка,Галицький,Львів,Львівська,Україна,,+380 73 023 3909,Пекарня,ChIJPbC_O3LdOkcRFDnlvPqwf2U,https://glovoapp.com/ua/uk/lviv/pampuh-cafebakery-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,69.0,Low
416,GoGoKitchen,"вулиця Наукова, 2б, Львів","{'lat': 49.8030815, 'lng': 24.01067729999999}",2б,вулиця Наукова,Франківський,Львів,Львівська,Україна,https://gopak.lviv.rest/,+380 67 112 4369,Ресторан,ChIJ-0KnDr_nOkcRsSBGilr_P80,https://glovoapp.com/ua/uk/lviv/gogokitchen-lvi/,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,12:00:00,23:00:00,302.0,High
418,La Grotta / Ла Гротта,"вулиця Краківська, 9, Львів","{'lat': 49.84272759999999, 'lng': 24.02997389999999}",9,вулиця Краківська,Галицький,Львів,Львівська,Україна,https://lagrottapizza.business.site/?utm_source=gmb&utm_medium=referral,+380 98 040 4500,Ресторан,ChIJY_96d23dOkcROjvU3n4czXo,https://glovoapp.com/ua/uk/lviv/la-grotta-la-grotta-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,246.0,High
419,Miya Sushi,"ТРЦ ""Форум, вулиця Під Дубом, 7Б, Львів","{'lat': 49.8498827, 'lng': 24.0223092}",7Б,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,https://sushiya.ua/,+380 67 473 2893,Доставка,ChIJ1xNnrQvdOkcRggua1WfCbsU,https://glovoapp.com/ua/uk/lviv/miya-sushi-lvi/,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,10:00:00,20:30:00,137.0,Medium-Low
420,Churrasco Grill & Wine,"вулиця Валова, 15, Львів","{'lat': 49.8401155, 'lng': 24.0334444}",15,вулиця Валова,Галицький,Львів,Львівська,Україна,http://zarabudu.com.ua/,+380 98 983 8898,Ресторан,ChIJoTL-FmzdOkcRAuEi84H3UQQ,https://glovoapp.com/ua/uk/lviv/churrasco-grill-wine-lvi/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,170.0,Medium-High
421,Tomato,"вулиця Угорська, 14, Львів","{'lat': 49.8089647, 'lng': 24.045691}",14,вулиця Угорська,Сихівський,Львів,Львівська,Україна,,+380 67 344 4423,Ресторан,ChIJnyBh1PznOkcRtcSmJiK80uY,https://glovoapp.com/ua/uk/lviv/tomato-lvi/,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,08:30:00,18:30:00,00:00:00,23:59:00,00:00:00,23:59:00,202.0,Medium-High
422,Shisha Garden,"вулиця Кульпарківська, 230, Львів","{'lat': 49.80287329999999, 'lng': 23.9801595}",230,вулиця Кульпарківська,Залізничний,Львів,Львівська,Україна,https://www.instagram.com/garden_bar_lviv/,+380 68 935 5355,Бар,ChIJk9JOLM7nOkcR_L8dfBXyYzc,https://glovoapp.com/ua/uk/lviv/shisha-garden-lvi/,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,15:00:00,23:00:00,212.0,Medium-High
423,Grill&Fire,"вулиця Під Дубом, 7Б, Львів","{'lat': 49.8499048, 'lng': 24.0225117}",7Б,вулиця Під Дубом,Галицький,Львів,Львівська,Україна,,+380 63 785 3460,Ресторан,ChIJFyc8VQrdOkcRohoLy5_cWOw,https://glovoapp.com/ua/uk/lviv/grillfire-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,210.0,Medium-High
424,Pitseriia Simia / Піцерія Сім'я,"вулиця Щирецька, 36, Львів","{'lat': 49.8131902, 'lng': 23.9765227}",36,вулиця Щирецька,Залізничний,Львів,Львівська,Україна,https://www.simialviv.com.ua/,+380 96 776 1177,Ресторан,ChIJ0WMEVwvnOkcRmOQoakXcF1Q,https://glovoapp.com/ua/uk/lviv/pitseriia-simia-lvi/,00:00:00,23:59:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,19:00:00,10:00:00,20:00:00,10:00:00,20:00:00,153.0,Medium-Low
425,Sushi Point,"вулиця Янева, 25, Львів","{'lat': 49.8110173, 'lng': 24.0105445}",25,вулиця Янева,Франківський,Львів,Львівська,Україна,https://sushi-point.com.ua/ua/fr-lviv?utm_source=google_maps&utm_medium=social&utm_campaign=google_maps_link&utm_content=yaneva25,+380 97 225 0561,Інше,ChIJiftvbAnnOkcRWH8IlkkBRt4,https://glovoapp.com/ua/uk/lviv/sushi-point-lvi/,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,10:00:00,22:00:00,159.0,Medium-Low
426,Cabinet,"вулиця Володимира Винниченка, 12, Львів","{'lat': 49.8405132, 'lng': 24.0372176}",12,вулиця Володимира Винниченка,Галицький,Львів,Львівська,Україна,https://m.facebook.com/cabinet.lviv/,+380 68 783 6084,Ресторан,ChIJA7j1kGvdOkcRHKT8fKxVswA,https://glovoapp.com/ua/uk/lviv/cabinet-lvi/,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,20:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,225.0,High
427,Pascal Pub,"8, вулиця Шпитальна, Львів","{'lat': 49.844857, 'lng': 24.023568}",вулиця Шпитальна,Галицький,Львів,Львівська,Україна,,https://www.facebook.com/pascal.lviv,+380 98 594 0690,Бар,ChIJsYEFbnPdOkcRHPfgfctGJII,https://glovoapp.com/ua/uk/lviv/pascal-pub-lvi/,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,13:00:00,23:00:00,114.0,Medium-Low
428,Kebab for you,"вулиця Шпитальна, 2, Львів","{'lat': 49.84461100000001, 'lng': 24.0243416}",2,вулиця Шпитальна,Галицький,Львів,Львівська,Україна,,+380 97 732 4537,Ресторан,ChIJTbfTP5rdOkcRMRurNybhHY4,https://glovoapp.com/ua/uk/lviv/kebab-for-you-lvi/,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,00:00:00,23:59:00,115.0,Medium-Low
430,Vesela Varenychka / Весела Вареничка,"вулиця Єфремова, 19, Львів","{'lat': 49.8328094, 'lng': 24.0087473}",19,вулиця Єфремова,Франківський,Львів,Львівська,Україна,http://veselavarenychka.com.ua/,+380 68 377 5766,Інше,ChIJE47NRLndOkcRqMw6keTbc1k,https://glovoapp.com/ua/uk/lviv/vesela-varenychka-lvi/,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,09:00:00,20:00:00,10:00:00,19:00:00,10:00:00,19:00:00,40.0,Low
431,Zhyvyi khlib / Живий хліб,"вулиця Героїв УПА, 78, Львів","{'lat': 49.8298626, 'lng': 23.99349}",78,вулиця Героїв УПА,Франківський,Львів,Львівська,Україна,,+380 67 373 7363,Пекарня,ChIJY7cmvu7nOkcRGOzC47aDHdk,https://glovoapp.com/ua/uk/lviv/zhyvyi-khlib-lvi/,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,08:00:00,20:00:00,09:00:00,20:00:00,64.0,Low
432,Gege Sodova,"вулиця Садова, 2а, Львів","{'lat': 49.8228712, 'lng': 23.9825699}",2а,вулиця Садова,Залізничний,Львів,Львівська,Україна,https://www.gege.com.ua/,+380 95 821 0592,,ChIJu4zWIfTnOkcRLEBt75MwNbo,https://glovoapp.com/ua/uk/lviv/gege-sodova-lvi/,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,10:00:00,21:00:00,95.0,Low
433,Mishel Marshe / Мішель Марше,"вулиця Михальчука, 5, Львів","{'lat': 49.8427081, 'lng': 24.0248579}",5,вулиця Михальчука,Галицький,Львів,Львівська,Україна,,,Інше,ChIJuToM6EvdOkcRs6gLLX07ftg,https://glovoapp.com/ua/uk/lviv/mishel-marshe-lvi/,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,87.0,Low
